,Length,Area,Moment of Inertia,Material,Manufacturer,Latitude,Longitude
D420,8.15,0.00538,8.36e-05,Steel,0,0,0
D421,2.3,0.00459,5.79e-05,Steel,0,0,0
D422,7.49,0.03104526215878148,8.031735854228912e-05,Timber,0,0,0
D423,2.59,0.00103,1.71e-06,Steel,0,0,0
D424,2.92,0.01512910291238105,1.90741462444514e-05,Timber,0,0,0
D425,5.33,0.00459,5.79e-05,Steel,0,0,0
D426,2.7,0.00239,1.32e-05,Steel,0,0,0
D427,8.35,0.00459,5.79e-05,Steel,0,0,0
D428,9.4,0.004749131994708834,1.879521225263925e-06,Timber,0,0,0
D429,7.82,0.00201,8.69e-06,Steel,0,0,0
D430,2.99,0.007803831427406633,5.074982078948288e-06,Timber,0,0,0
D431,4.47,0.00239,1.32e-05,Steel,0,0,0
D432,9.87,0.03869485324488194,0.0001247743056369125,Timber,0,0,0
D433,5.92,0.00334,2.77e-05,Steel,0,0,0
D434,4.05,0.01468980028465768,1.79825193669274e-05,Timber,0,0,0
D435,9.16,0.00334,2.77e-05,Steel,0,0,0
D436,1.04,0.004519254712275666,1.701971929535484e-06,Timber,0,0,0
D437,1.15,0.02855284330731228,6.793873841099396e-05,Timber,0,0,0
D438,1.26,0.02948655290901466,7.245473353801009e-05,Timber,0,0,0
D439,4.94,0.00103,1.71e-06,Steel,0,0,0
D440,2.4,0.00538,8.36e-05,Steel,0,0,0
D441,5.32,0.02738693901869546,6.250370240114531e-05,Timber,0,0,0
D442,5.01,0.00201,8.69e-06,Steel,0,0,0
D443,8.08,0.00538,8.36e-05,Steel,0,0,0
D444,4.89,0.03474510755329702,0.0001006018749075148,Timber,0,0,0
D445,6.95,0.00459,5.79e-05,Steel,0,0,0
D446,4.33,0.01230212420940207,1.261185500529637e-05,Timber,0,0,0
D447,1.07,0.02528020086219187,5.325737963606389e-05,Timber,0,0,0
D448,4.02,0.03813173390487086,0.0001211690942159898,Timber,0,0,0
D449,7.46,0.00459,5.79e-05,Steel,0,0,0
D450,3.57,0.00103,1.71e-06,Steel,0,0,0
D451,7.5,0.009327979840553897,7.250933992148326e-06,Timber,0,0,0
D452,3.51,0.00164,5.41e-06,Steel,0,0,0
D453,4.02,0.00334,2.77e-05,Steel,0,0,0
D454,4.56,0.007721449637635198,4.968398708878061e-06,Timber,0,0,0
D455,3.99,0.02571512020199232,5.51056172502428e-05,Timber,0,0,0
D456,2.69,0.007021290134288969,4.108209595821968e-06,Timber,0,0,0
D457,3.9,0.004536300091556878,1.714834876721579e-06,Timber,0,0,0
D458,5.53,0.00239,1.32e-05,Steel,0,0,0
D459,7.01,0.00164,5.41e-06,Steel,0,0,0
D460,7.83,0.00164,5.41e-06,Steel,0,0,0
D461,9.28,0.004708003150208916,1.84710780519809e-06,Timber,0,0,0
D462,6.81,0.00164,5.41e-06,Steel,0,0,0
D463,8.47,0.00103,1.71e-06,Steel,0,0,0
D464,4.72,0.00103,1.71e-06,Steel,0,0,0
D465,7.38,0.00538,8.36e-05,Steel,0,0,0
D466,9.37,0.00103,1.71e-06,Steel,0,0,0
D467,8.16,0.01992001619559518,3.306725376939785e-05,Timber,0,0,0
D468,8.17,0.02463245269541837,5.0563143816002e-05,Timber,0,0,0
D469,2.84,0.00103,1.71e-06,Steel,0,0,0
D470,9.41,0.00459,5.79e-05,Steel,0,0,0
D471,3.28,0.00164,5.41e-06,Steel,0,0,0
D472,4.76,0.03001998808597267,7.509997372349511e-05,Timber,0,0,0
D473,6.26,0.03784701692986957,0.0001193663908741528,Timber,0,0,0
D474,8.64,0.00538,8.36e-05,Steel,0,0,0
D475,9.85,0.00334,2.77e-05,Steel,0,0,0
D476,7.48,0.02744864483337387,6.278567526572516e-05,Timber,0,0,0
D477,5.45,0.00164,5.41e-06,Steel,0,0,0
D478,3.89,0.00103,1.71e-06,Steel,0,0,0
D479,6.37,0.02664283538667113,5.915338978677127e-05,Timber,0,0,0
D480,6.31,0.00103,1.71e-06,Steel,0,0,0
D481,1.69,0.01908268345872317,3.03457339988189e-05,Timber,0,0,0
D482,6.38,0.00164,5.41e-06,Steel,0,0,0
D483,3.93,0.00103,1.71e-06,Steel,0,0,0
D484,4.84,0.01841231625133762,2.825111581160595e-05,Timber,0,0,0
D485,3.31,0.03080352018164403,7.90714046317459e-05,Timber,0,0,0
D486,3.34,0.00201,8.69e-06,Steel,0,0,0
D487,2.15,0.00649766180802023,3.51830074761706e-06,Timber,0,0,0
D488,4.77,0.01914959762045709,3.055892408545131e-05,Timber,0,0,0
D489,3.48,0.008154749298482172,5.541661343424623e-06,Timber,0,0,0
D490,2.68,0.00164,5.41e-06,Steel,0,0,0
D491,9.07,0.03511446480077351,0.0001027521365203968,Timber,0,0,0
D492,1.84,0.00201,8.69e-06,Steel,0,0,0
D493,6.0,0.03701028226773208,0.0001141467494614336,Timber,0,0,0
D494,4.72,0.006498667926947066,3.519390402060873e-06,Timber,0,0,0
D495,5.66,0.00164,5.41e-06,Steel,0,0,0
D496,2.18,0.03396355449598877,9.612691950016658e-05,Timber,0,0,0
D497,5.04,0.00164,5.41e-06,Steel,0,0,0
D498,7.47,0.00239,1.32e-05,Steel,0,0,0
D499,9.68,0.00459,5.79e-05,Steel,0,0,0
