,Length,Area,Moment of Inertia,Material,Location,Latitude,Longitude
S318,2.67,0.02424471688739437,4.89838580791588e-05,Timber,Berkåk,62.8238946,9.9934341
S319,6.38,0.006626797871091734,3.659537502025495e-06,Timber,Berkåk,62.8238946,9.9934341
S320,1.27,0.00459,5.79e-05,Steel,Berkåk,62.8238946,9.9934341
S321,8.41,0.00103,1.71e-06,Steel,Vinjeøra,63.206995,8.997224
S322,1.36,0.02998360996721531,7.491807222217442e-05,Timber,Meråker,63.415312,11.747262
S323,3.7,0.00334,2.77e-05,Steel,Dombås,62.073208,9.121031
S324,4.44,0.03343944994833795,9.318306773728322e-05,Timber,Berkåk,62.8238946,9.9934341
S325,5.18,0.03500142210328568,0.0001020916291043646,Timber,Berkåk,62.8238946,9.9934341
S326,7.79,0.005353449333715342,2.388284980721437e-06,Timber,Meråker,63.415312,11.747262
S327,8.47,0.00239,1.32e-05,Steel,Vinjeøra,63.206995,8.997224
S328,3.17,0.006893501695548341,3.960030468877321e-06,Timber,Vinjeøra,63.206995,8.997224
S329,9.65,0.03147708692700656,8.256725011752725e-05,Timber,Dombås,62.073208,9.121031
S330,6.2,0.00334,2.77e-05,Steel,Dombås,62.073208,9.121031
S331,7.57,0.00459,5.79e-05,Steel,Namsos,64.4675884,11.501161
S332,1.47,0.009514489301946153,7.543792223070649e-06,Timber,Meråker,63.415312,11.747262
S333,3.72,0.00459,5.79e-05,Steel,Vinjeøra,63.206995,8.997224
S334,7.75,0.00447991068095406,1.672466642443856e-06,Timber,Namsos,64.4675884,11.501161
S335,8.24,0.02345762336691866,4.585500783535068e-05,Timber,Meråker,63.415312,11.747262
S336,7.88,0.00103,1.71e-06,Steel,Steinkjer,64.024861,11.4891085
S337,2.29,0.00103,1.71e-06,Steel,Dombås,62.073208,9.121031
S338,6.26,0.03664173306289854,0.0001118847168210594,Timber,Vinjeøra,63.206995,8.997224
S339,3.53,0.01733960408700657,2.505515582451124e-05,Timber,Meråker,63.415312,11.747262
S340,4.1,0.03004505293365902,7.522543381553104e-05,Timber,Meråker,63.415312,11.747262
S341,1.67,0.00459,5.79e-05,Steel,Meråker,63.415312,11.747262
S342,3.61,0.00164,5.41e-06,Steel,Dombås,62.073208,9.121031
S343,2.68,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S344,6.43,0.00239,1.32e-05,Steel,Berkåk,62.8238946,9.9934341
S345,7.65,0.00103,1.71e-06,Steel,Namsos,64.4675884,11.501161
S346,8.38,0.00164,5.41e-06,Steel,Vinjeøra,63.206995,8.997224
S347,7.59,0.00239,1.32e-05,Steel,Namsos,64.4675884,11.501161
S348,1.86,0.004811198181391248,1.928968995051871e-06,Timber,Berkåk,62.8238946,9.9934341
S349,9.55,0.00334,2.77e-05,Steel,Meråker,63.415312,11.747262
S350,3.04,0.00201,8.69e-06,Steel,Vinjeøra,63.206995,8.997224
S351,3.36,0.004459945212849608,1.657592608468344e-06,Timber,Steinkjer,64.024861,11.4891085
S352,1.2,0.00239,1.32e-05,Steel,Steinkjer,64.024861,11.4891085
S353,8.7,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S354,6.95,0.00201,8.69e-06,Steel,Namsos,64.4675884,11.501161
S355,4.11,0.01576522741921119,2.071186629828737e-05,Timber,Dombås,62.073208,9.121031
S356,6.14,0.01068302693676096,9.51058871096336e-06,Timber,Steinkjer,64.024861,11.4891085
S357,4.47,0.03599976629286093,0.0001079985977617172,Timber,Berkåk,62.8238946,9.9934341
S358,6.9,0.02200998416181243,4.036995023360283e-05,Timber,Namsos,64.4675884,11.501161
S359,6.25,0.02856382134703974,6.799099082880026e-05,Timber,Meråker,63.415312,11.747262
S360,5.92,0.005949869161130911,2.950078586214721e-06,Timber,Namsos,64.4675884,11.501161
S361,5.44,0.00459,5.79e-05,Steel,Berkåk,62.8238946,9.9934341
S362,9.99,0.03146317751157233,8.249429492705926e-05,Timber,Dombås,62.073208,9.121031
S363,1.15,0.01935011704963385,3.120225248621089e-05,Timber,Berkåk,62.8238946,9.9934341
S364,3.16,0.00334,2.77e-05,Steel,Dombås,62.073208,9.121031
S365,6.76,0.00459,5.79e-05,Steel,Namsos,64.4675884,11.501161
S366,5.99,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S367,2.92,0.03933386853432834,0.0001289294344896521,Timber,Vinjeøra,63.206995,8.997224
S368,2.65,0.005164807519821191,2.222936393066793e-06,Timber,Berkåk,62.8238946,9.9934341
S369,7.79,0.00239,1.32e-05,Steel,Meråker,63.415312,11.747262
S370,9.17,0.03606601924924584,0.0001083964787072476,Timber,Steinkjer,64.024861,11.4891085
S371,6.54,0.00538,8.36e-05,Steel,Berkåk,62.8238946,9.9934341
S372,7.9,0.02718691113990932,6.159401144411046e-05,Timber,Dombås,62.073208,9.121031
S373,2.93,0.007278746214618345,4.415012204735074e-06,Timber,Berkåk,62.8238946,9.9934341
S374,3.36,0.02394920913617756,4.779705152069755e-05,Timber,Vinjeøra,63.206995,8.997224
S375,6.68,0.03839251596086,0.0001228321068170742,Timber,Dombås,62.073208,9.121031
S376,7.61,0.00334,2.77e-05,Steel,Steinkjer,64.024861,11.4891085
S377,4.77,0.02244564542584539,4.19839165485645e-05,Timber,Berkåk,62.8238946,9.9934341
S378,2.14,0.00164,5.41e-06,Steel,Meråker,63.415312,11.747262
S379,1.55,0.01143814651118201,1.09025996342721e-05,Timber,Namsos,64.4675884,11.501161
S380,7.71,0.03804737595765736,0.000120633568105277,Timber,Berkåk,62.8238946,9.9934341
S381,1.02,0.01817102683961738,2.751551803384125e-05,Timber,Vinjeøra,63.206995,8.997224
S382,9.77,0.02198354885282433,4.027303501370948e-05,Timber,Steinkjer,64.024861,11.4891085
S383,5.44,0.00201,8.69e-06,Steel,Meråker,63.415312,11.747262
S384,2.67,0.00239,1.32e-05,Steel,Dombås,62.073208,9.121031
S385,7.31,0.02850714591672886,6.772144735980591e-05,Timber,Namsos,64.4675884,11.501161
S386,7.92,0.00334,2.77e-05,Steel,Vinjeøra,63.206995,8.997224
S387,4.88,0.00164,5.41e-06,Steel,Namsos,64.4675884,11.501161
S388,9.89,0.00201,8.69e-06,Steel,Vinjeøra,63.206995,8.997224
S389,8.41,0.00538,8.36e-05,Steel,Namsos,64.4675884,11.501161
S390,2.22,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S391,3.18,0.004931229689754464,2.026418854426326e-06,Timber,Meråker,63.415312,11.747262
S392,4.58,0.01816968369000101,2.75114504495574e-05,Timber,Vinjeøra,63.206995,8.997224
S393,5.61,0.00164,5.41e-06,Steel,Namsos,64.4675884,11.501161
S394,6.6,0.02541712509693752,5.383585401611427e-05,Timber,Steinkjer,64.024861,11.4891085
S395,8.43,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S396,7.64,0.00334,2.77e-05,Steel,Dombås,62.073208,9.121031
S397,3.71,0.00103,1.71e-06,Steel,Dombås,62.073208,9.121031
S398,7.08,0.00334,2.77e-05,Steel,Vinjeøra,63.206995,8.997224
S399,3.61,0.008267019671630882,5.695301187594331e-06,Timber,Dombås,62.073208,9.121031
S400,2.94,0.00538,8.36e-05,Steel,Steinkjer,64.024861,11.4891085
S401,4.97,0.01683872897895387,2.362856613555508e-05,Timber,Berkåk,62.8238946,9.9934341
S402,8.32,0.02823380207829108,6.64289649830095e-05,Timber,Vinjeøra,63.206995,8.997224
S403,8.02,0.00538,8.36e-05,Steel,Berkåk,62.8238946,9.9934341
S404,5.99,0.00201,8.69e-06,Steel,Namsos,64.4675884,11.501161
S405,8.61,0.03987388240541169,0.00013249387484005,Timber,Vinjeøra,63.206995,8.997224
S406,9.22,0.00201,8.69e-06,Steel,Dombås,62.073208,9.121031
S407,10.0,0.01229420064131559,1.259561411741038e-05,Timber,Namsos,64.4675884,11.501161
S408,4.72,0.03221916738528087,8.650622891672888e-05,Timber,Dombås,62.073208,9.121031
S409,4.47,0.01865004583660098,2.898535080894313e-05,Timber,Vinjeøra,63.206995,8.997224
S410,3.6,0.02096616924657483,3.663168773966834e-05,Timber,Vinjeøra,63.206995,8.997224
S411,9.03,0.00239,1.32e-05,Steel,Steinkjer,64.024861,11.4891085
S412,8.7,0.00164,5.41e-06,Steel,Steinkjer,64.024861,11.4891085
S413,9.93,0.00538,8.36e-05,Steel,Namsos,64.4675884,11.501161
S414,3.73,0.02500874048542313,5.211975838893684e-05,Timber,Steinkjer,64.024861,11.4891085
S415,7.58,0.03809107220592034,0.0001209108151497198,Timber,Vinjeøra,63.206995,8.997224
S416,8.17,0.01876018332139114,2.932870652101687e-05,Timber,Vinjeøra,63.206995,8.997224
S417,6.4,0.00538,8.36e-05,Steel,Meråker,63.415312,11.747262
S418,3.45,0.03962517767161343,0.000130846225458911,Timber,Namsos,64.4675884,11.501161
S419,5.78,0.00538,8.36e-05,Steel,Meråker,63.415312,11.747262
S420,4.13,0.02492753861442922,5.178184844782166e-05,Timber,Meråker,63.415312,11.747262
S421,7.72,0.03330741805166995,9.244867477239244e-05,Timber,Meråker,63.415312,11.747262
S422,6.87,0.00103,1.71e-06,Steel,Vinjeøra,63.206995,8.997224
S423,3.18,0.00239,1.32e-05,Steel,Steinkjer,64.024861,11.4891085
S424,5.53,0.00538,8.36e-05,Steel,Vinjeøra,63.206995,8.997224
S425,6.21,0.00201,8.69e-06,Steel,Dombås,62.073208,9.121031
S426,3.84,0.00334,2.77e-05,Steel,Berkåk,62.8238946,9.9934341
S427,2.6,0.01769720232248433,2.609924750357872e-05,Timber,Steinkjer,64.024861,11.4891085
S428,2.22,0.00459,5.79e-05,Steel,Namsos,64.4675884,11.501161
S429,8.53,0.00239,1.32e-05,Steel,Steinkjer,64.024861,11.4891085
S430,3.56,0.00103,1.71e-06,Steel,Meråker,63.415312,11.747262
S431,2.82,0.03258112363318961,8.846080143343221e-05,Timber,Steinkjer,64.024861,11.4891085
S432,6.94,0.00334,2.77e-05,Steel,Namsos,64.4675884,11.501161
S433,5.92,0.00239,1.32e-05,Steel,Dombås,62.073208,9.121031
S434,7.44,0.01422913528120845,1.687235757091091e-05,Timber,Meråker,63.415312,11.747262
S435,6.21,0.03338217405446897,9.28641287169051e-05,Timber,Vinjeøra,63.206995,8.997224
S436,3.0,0.00103,1.71e-06,Steel,Namsos,64.4675884,11.501161
S437,5.91,0.00103,1.71e-06,Steel,Steinkjer,64.024861,11.4891085
S438,5.49,0.004365585739782518,1.588194904282706e-06,Timber,Namsos,64.4675884,11.501161
S439,1.49,0.00164,5.41e-06,Steel,Berkåk,62.8238946,9.9934341
S440,2.38,0.03224119373661392,8.662454779682274e-05,Timber,Dombås,62.073208,9.121031
S441,8.84,0.02142502416310463,3.825263836580146e-05,Timber,Dombås,62.073208,9.121031
S442,5.16,0.02524295907597518,5.310058190927979e-05,Timber,Steinkjer,64.024861,11.4891085
S443,2.41,0.03777679177034626,0.0001189238330383418,Timber,Dombås,62.073208,9.121031
S444,4.38,0.00459,5.79e-05,Steel,Berkåk,62.8238946,9.9934341
S445,5.95,0.0126816409452228,1.340200142196262e-05,Timber,Vinjeøra,63.206995,8.997224
S446,7.48,0.01533948601317411,1.960831926236367e-05,Timber,Dombås,62.073208,9.121031
S447,5.14,0.00459,5.79e-05,Steel,Meråker,63.415312,11.747262
S448,1.01,0.02700866284162999,6.078898904107038e-05,Timber,Dombås,62.073208,9.121031
S449,7.04,0.00201,8.69e-06,Steel,Steinkjer,64.024861,11.4891085
S450,3.42,0.03337790518138872,9.284037952481464e-05,Timber,Steinkjer,64.024861,11.4891085
S451,6.31,0.01096597470831428,1.002105010861571e-05,Timber,Namsos,64.4675884,11.501161
S452,1.6,0.00201,8.69e-06,Steel,Dombås,62.073208,9.121031
S453,3.39,0.01173816924963911,1.14820514444311e-05,Timber,Meråker,63.415312,11.747262
S454,3.3,0.03190200429822188,8.48114898536473e-05,Timber,Steinkjer,64.024861,11.4891085
S455,2.4,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S456,5.41,0.00334,2.77e-05,Steel,Steinkjer,64.024861,11.4891085
S457,6.26,0.00538,8.36e-05,Steel,Steinkjer,64.024861,11.4891085
S458,5.25,0.00239,1.32e-05,Steel,Berkåk,62.8238946,9.9934341
S459,3.27,0.00239,1.32e-05,Steel,Steinkjer,64.024861,11.4891085
S460,9.67,0.03246357874087483,8.7823662055415e-05,Timber,Dombås,62.073208,9.121031
S461,5.91,0.01434159073907107,1.714010207725076e-05,Timber,Namsos,64.4675884,11.501161
S462,9.35,0.00239,1.32e-05,Steel,Namsos,64.4675884,11.501161
S463,8.65,0.008830086322781618,6.497535372314584e-06,Timber,Vinjeøra,63.206995,8.997224
S464,4.8,0.01334338062946103,1.483715055188965e-05,Timber,Berkåk,62.8238946,9.9934341
S465,6.32,0.02688079748498548,6.021477278573349e-05,Timber,Meråker,63.415312,11.747262
S466,6.42,0.02512127502533533,5.258987157487803e-05,Timber,Dombås,62.073208,9.121031
S467,2.38,0.03936029847545125,0.0001291027580063842,Timber,Dombås,62.073208,9.121031
S468,7.57,0.00164,5.41e-06,Steel,Steinkjer,64.024861,11.4891085
S469,3.53,0.00538,8.36e-05,Steel,Dombås,62.073208,9.121031
S470,1.19,0.00459,5.79e-05,Steel,Steinkjer,64.024861,11.4891085
S471,8.54,0.01425082266741148,1.692382889150074e-05,Timber,Dombås,62.073208,9.121031
S472,5.04,0.0226843031186853,4.288146733169966e-05,Timber,Meråker,63.415312,11.747262
S473,1.66,0.00201,8.69e-06,Steel,Namsos,64.4675884,11.501161
S474,2.85,0.005731281726084975,2.737299185312964e-06,Timber,Berkåk,62.8238946,9.9934341
S475,7.68,0.00538,8.36e-05,Steel,Berkåk,62.8238946,9.9934341
S476,7.3,0.03976224002347165,0.0001317529776403475,Timber,Namsos,64.4675884,11.501161
S477,2.97,0.01328415602660591,1.470573344493419e-05,Timber,Meråker,63.415312,11.747262
S478,3.31,0.02831620002296758,6.681726531172576e-05,Timber,Vinjeøra,63.206995,8.997224
S479,3.26,0.01286067838770073,1.378308738265605e-05,Timber,Vinjeøra,63.206995,8.997224
S480,9.79,0.00334,2.77e-05,Steel,Berkåk,62.8238946,9.9934341
S481,4.03,0.00239,1.32e-05,Steel,Namsos,64.4675884,11.501161
S482,2.78,0.00239,1.32e-05,Steel,Berkåk,62.8238946,9.9934341
S483,1.13,0.00459,5.79e-05,Steel,Dombås,62.073208,9.121031
S484,5.54,0.02596843892820168,5.619665169731168e-05,Timber,Berkåk,62.8238946,9.9934341
S485,3.35,0.00538,8.36e-05,Steel,Steinkjer,64.024861,11.4891085
S486,4.49,0.00459,5.79e-05,Steel,Berkåk,62.8238946,9.9934341
S487,4.58,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S488,4.3,0.00334,2.77e-05,Steel,Steinkjer,64.024861,11.4891085
S489,8.35,0.02779341043584545,6.437280530461359e-05,Timber,Dombås,62.073208,9.121031
S490,7.91,0.00239,1.32e-05,Steel,Meråker,63.415312,11.747262
S491,9.07,0.0100327862721609,8.388066698571684e-06,Timber,Namsos,64.4675884,11.501161
S492,7.99,0.03114136068249295,8.081536209642648e-05,Timber,Namsos,64.4675884,11.501161
S493,8.73,0.00201,8.69e-06,Steel,Meråker,63.415312,11.747262
S494,9.86,0.008864265635097558,6.547933770797625e-06,Timber,Dombås,62.073208,9.121031
S495,6.41,0.03475010768138997,0.0001006308319890165,Timber,Dombås,62.073208,9.121031
S496,2.88,0.00459,5.79e-05,Steel,Dombås,62.073208,9.121031
S497,4.16,0.00538,8.36e-05,Steel,Steinkjer,64.024861,11.4891085
S498,6.47,0.00538,8.36e-05,Steel,Namsos,64.4675884,11.501161
S499,8.46,0.00538,8.36e-05,Steel,Namsos,64.4675884,11.501161
